Entity,Code,Year,GDP.per.capita,Baseline Gini series (GCIP income and van Zanden et al. (2014)),Population,baseline_GCIP_income_vZ_source
Laos,LAO,1929,807.15356281143,0.448377042857143,1584131.22313269,regional average
Laos,LAO,1950,697,0.391484971428571,1886000,regional average
Laos,LAO,1960,771,0.48892319,2309000,GCIP (income) - original
Laos,LAO,1970,850,0.48892319,2845000,GCIP (income) - original
Laos,LAO,1980,1054,0.48892319,3293000,GCIP (income) - original
Laos,LAO,1990,1481,0.48892319,4210000,GCIP (income) - original
Laos,LAO,2000,2262,0.48591362,5397000,GCIP (income) - original
Laos,LAO,2005,2949,0.48941161,5836000,GCIP (income) - original
Laos,LAO,2010,4114,0.4941583,6368000,GCIP (income) - original
Laos,LAO,2017,6166,0.49580728,7127000,GCIP (income) - original
Latvia,LVA,1820,938.298028561404,0.4556807,590435.203902636,regional average
Latvia,LVA,1850,1120.86546044198,0.29696375,795117.25167204,regional average
Latvia,LVA,1870,1377.80512994885,0.4887745,955995.077156111,van Zanden et al. (2014) - original
Latvia,LVA,1890,1850.64128843339,0.354506,1193096.346292,van Zanden et al. (2014) - original
Latvia,LVA,1910,2881.90444119084,0.4015817,1598084.01235425,van Zanden et al. (2014) - original
Latvia,LVA,1929,2962.36710590533,0.4195083,1854558.43092704,regional average
Latvia,LVA,1950,6073.59014153245,0.404486325,1936000,regional average
Latvia,LVA,1960,8432.48726207906,0.252026681538462,2115000,regional average
Latvia,LVA,1970,11916.5206442167,0.24600342,2361000,GCIP (income) - original
Latvia,LVA,1980,13739,0.24600342,2525000,GCIP (income) - original
Latvia,LVA,1990,15806,0.24205858,2664000,GCIP (income) - original
Latvia,LVA,2000,11310,0.33840107,2368000,GCIP (income) - original
Latvia,LVA,2005,17070,0.39646804,2239000,GCIP (income) - original
Latvia,LVA,2010,17140,0.35391248,2098000,GCIP (income) - original
Latvia,LVA,2017,23133,0.35969328,1943000,GCIP (income) - original
Lebanon,LBN,1820,1084,0.5771468,332000,regional average
Lebanon,LBN,1850,1324.60758620117,0.6309967,412115.932819567,regional average
Lebanon,LBN,1870,1514,0.50372255,476000,regional average
Lebanon,LBN,1890,1843.12875766152,0.3726574,549830.920406321,van Zanden et al. (2014) - original
Lebanon,LBN,1910,2243.80688065978,0.4346703,635113.531585844,van Zanden et al. (2014) - original
Lebanon,LBN,1929,2888.83916313879,0.43255035,894817.121543893,regional average
Lebanon,LBN,1950,3872,0.413117133333333,1364000,regional average
Lebanon,LBN,1960,5812,0.5628291,1786000,van Zanden et al. (2014) - original
Lebanon,LBN,1970,7084,0.536578971,2383000,regional average
Lebanon,LBN,1980,4608,0.521253823,3087000,regional average
Lebanon,LBN,1990,3086,0.51632674,3150000,regional average
Lebanon,LBN,2000,7406,0.514761829,4318000,regional average
Lebanon,LBN,2005,9933,0.516138441,5280000,regional average
Lebanon,LBN,2010,15622,0.514539179,5566000,regional average
Lebanon,LBN,2017,12881,0.512141274,7663000,regional average
Lesotho,LSO,1820,493.343455427662,0.5190016,191325.780446621,regional average
Lesotho,LSO,1850,432.7137041714,0.46770565,246393.497148278,regional average
Lesotho,LSO,1870,534.040137777756,0.513095516666667,291652.972514761,regional average
Lesotho,LSO,1890,534.040137777756,0.35073254,354801.896403795,regional average
Lesotho,LSO,1910,534.040137777756,0.415156831818182,431623.873421548,regional average
Lesotho,LSO,1929,534.040137777756,0.4646650375,549530.947373934,regional average
Lesotho,LSO,1950,631,0.416007780769231,726000,regional average
Lesotho,LSO,1960,813,0.66292071,859000,GCIP (income) - original
Lesotho,LSO,1970,1073,0.66292071,1067000,GCIP (income) - original
Lesotho,LSO,1980,1589,0.66292071,1359000,GCIP (income) - original
Lesotho,LSO,1990,1882,0.64159796,1703000,GCIP (income) - original
Lesotho,LSO,2000,1967,0.64538524,1916000,GCIP (income) - original
Lesotho,LSO,2005,2014,0.63612103,1922000,GCIP (income) - original
Lesotho,LSO,2010,2314,0.58077291,1920000,GCIP (income) - original
Lesotho,LSO,2017,2721,0.58077291,1958000,GCIP (income) - original
Liberia,LBR,1820,1626.16825242865,0.5190016,217152.125465586,regional average
Liberia,LBR,1850,1426.31929211334,0.46770565,279653.225413473,regional average
Liberia,LBR,1870,1760.31344496906,0.513095516666667,331022.106545679,regional average
Liberia,LBR,1890,2342.84606039584,0.35073254,402695.265339844,regional average
Liberia,LBR,1910,2814.71753558798,0.415156831818182,489887.151101041,regional average
Liberia,LBR,1929,2658.5377206914,0.4646650375,623710.055972619,regional average
Liberia,LBR,1950,3151,0.416007780769231,824000,regional average
Liberia,LBR,1960,3674,0.56452396,1055000,GCIP (income) - original
Liberia,LBR,1970,4457,0.56452396,1397000,GCIP (income) - original
Liberia,LBR,1980,4138,0.56452396,1858000,GCIP (income) - original
Liberia,LBR,1990,1690,0.56452396,2178000,GCIP (income) - original
Liberia,LBR,2000,972,0.56452396,2847000,GCIP (income) - original
Liberia,LBR,2005,755,0.56452396,3138000,GCIP (income) - original
Liberia,LBR,2010,854,0.56452396,3817000,GCIP (income) - original
Liberia,LBR,2017,829,0.56452396,4689000,GCIP (income) - original
Libya,LBY,1820,341.163829846973,0.5771468,538000,regional average
Libya,LBY,1850,394.863302562572,0.6309967,615067.149698887,regional average
Libya,LBY,1870,432.00821036793,0.50372255,672485.157414111,regional average
Libya,LBY,1890,482.066166648983,0.359815542857143,735263.275178456,regional average
Libya,LBY,1910,581.848757491098,0.4170863,803901.882243694,regional average
Libya,LBY,1929,560.132014633428,0.43255035,875034.563954455,regional average
Libya,LBY,1950,620,0.413117133333333,961000,regional average
Libya,LBY,1960,1323,0.551407375,1338000,regional average
Libya,LBY,1970,6591,0.536578971,1999000,regional average
Libya,LBY,1980,8741,0.521253823,3065000,regional average
Libya,LBY,1990,4921,0.51632674,4140000,regional average
Libya,LBY,2000,9771,0.514761829,5116000,regional average
Libya,LBY,2005,16539,0.516138441,5715000,regional average
Libya,LBY,2010,29157,0.514539179,6432000,regional average
Libya,LBY,2017,13008,0.512141274,6548000,regional average
Lithuania,LTU,1820,869.662063883901,0.4556807,778605.927460449,regional average
Lithuania,LTU,1850,1038.87479243527,0.29696375,1048519.80553653,regional average
Lithuania,LTU,1870,1277.01947192435,0.55086742,1260669.12808861,regional average
Lithuania,LTU,1890,1715.26793557833,0.35428918,1573334.17979518,regional average
Lithuania,LTU,1910,2671.09477794047,0.39293042,2107390.74563037,regional average
Lithuania,LTU,1929,2745.67164470474,0.4195083,2445603.13747766,regional average
Lithuania,LTU,1950,5629.31049292338,0.404486325,2553000,regional average
Lithuania,LTU,1960,7815.65563689605,0.24600343,2765000,GCIP (income) - original
Lithuania,LTU,1970,11044.8339677892,0.24600343,3138000,GCIP (income) - original
Lithuania,LTU,1980,12734,0.24600343,3435000,GCIP (income) - original
Lithuania,LTU,1990,13809,0.26742771,3695000,GCIP (income) - original
Lithuania,LTU,2000,10807,0.34774824,3497000,GCIP (income) - original
Lithuania,LTU,2005,16418,0.34844209,3320000,GCIP (income) - original
Lithuania,LTU,2010,18664,0.33670247,3095000,GCIP (income) - original
Lithuania,LTU,2017,26157,0.35401992,2826000,GCIP (income) - original
Luxembourg,LUX,1820,3579.66281892293,0.520763746153846,124470.117057119,regional average
Luxembourg,LUX,1850,4406.17372954162,0.436166630769231,156044.011137689,regional average
Luxembourg,LUX,1870,5329.20557386639,0.493368842857143,175548.893584236,regional average
Luxembourg,LUX,1890,6688.23831935032,0.4050129,202824.360628739,regional average
Luxembourg,LUX,1910,8592.32882348378,0.442836215384615,239735.700866594,regional average
Luxembourg,LUX,1929,11445.7615702104,0.459344178571429,259216.880798069,regional average
Luxembourg,LUX,1950,13378,0.387377113333333,296000,regional average
Luxembourg,LUX,1960,15870,0.26906168,314000,GCIP (income) - original
Luxembourg,LUX,1970,20763,0.26906168,339000,GCIP (income) - original
Luxembourg,LUX,1980,24951,0.26906168,364000,GCIP (income) - original
Luxembourg,LUX,1990,36706,0.26614847,383000,GCIP (income) - original
Luxembourg,LUX,2000,50064,0.30288633,438000,GCIP (income) - original
Luxembourg,LUX,2005,53262,0.31032586,467000,GCIP (income) - original
Luxembourg,LUX,2010,54086,0.30757106,508000,GCIP (income) - original
Luxembourg,LUX,2017,56780,0.32550324,598000,GCIP (income) - original
Madagascar,MDG,1820,852.941809701777,0.5190016,1683000,regional average
Madagascar,MDG,1850,748.118994704757,0.46770565,2124661.6348272,regional average
Madagascar,MDG,1870,923.302329357312,0.513095516666667,2481762.48758606,regional average
Madagascar,MDG,1890,951.39731476816,0.35073254,2898882.78859531,regional average
Madagascar,MDG,1910,1044.82332668175,0.4100953,3386110.25996609,van Zanden et al. (2014) - original
Madagascar,MDG,1929,1215.60637829565,0.4538551,3924623.62305025,van Zanden et al. (2014) - original
Madagascar,MDG,1950,1516,0.375571,4620000,van Zanden et al. (2014) - original
Madagascar,MDG,1960,1793,0.51124542,5482000,GCIP (income) - original
Madagascar,MDG,1970,1954,0.55861963,6766000,GCIP (income) - original
Madagascar,MDG,1980,1680,0.60598747,8691000,GCIP (income) - original
Madagascar,MDG,1990,1262,0.62411979,11633000,GCIP (income) - original
Madagascar,MDG,2000,1239,0.58919899,15712000,GCIP (income) - original
Madagascar,MDG,2005,1276,0.57525149,18132000,GCIP (income) - original
Madagascar,MDG,2010,1350,0.57873183,20847000,GCIP (income) - original
Madagascar,MDG,2017,1400,0.58570363,25054000,GCIP (income) - original
Malawi,MWI,1820,443.659111419977,0.5190016,742375.652228831,regional average
Malawi,MWI,1850,389.1353485687,0.46770565,956047.495133196,regional average
Malawi,MWI,1870,480.25725360782,0.4571369,1131661.74046017,van Zanden et al. (2014) - original
Malawi,MWI,1890,480.25725360782,0.35073254,1376690.00298828,regional average
Malawi,MWI,1910,480.25725360782,0.3736811,1674771.9716646,van Zanden et al. (2014) - original
Malawi,MWI,1929,480.25725360782,0.4174409,2132270.90737241,van Zanden et al. (2014) - original
Malawi,MWI,1950,516,0.3771381,2817000,van Zanden et al. (2014) - original
Malawi,MWI,1960,628,0.64970859,3450000,GCIP (income) - original
Malawi,MWI,1970,713,0.64970859,4508000,GCIP (income) - original
Malawi,MWI,1980,1004,0.64970859,6259000,GCIP (income) - original
Malawi,MWI,1990,861,0.64970859,9536000,GCIP (income) - original
Malawi,MWI,2000,967,0.62910326,11339000,GCIP (income) - original
Malawi,MWI,2005,920,0.57656957,13106000,GCIP (income) - original
Malawi,MWI,2010,1092,0.59723349,15469000,GCIP (income) - original
Malawi,MWI,2017,1119,0.59446352,19558000,GCIP (income) - original
Malaysia,MYS,1820,961,0.4928329,287000,regional average
Malaysia,MYS,1850,1016.34424150857,0.2526073,530000,van Zanden et al. (2014) - original
Malaysia,MYS,1870,1055,0.4092689,800000,van Zanden et al. (2014) - original
Malaysia,MYS,1890,890.402469151379,0.3698106,1585000,regional average
Malaysia,MYS,1910,1074,0.426212866666667,2893000,regional average
Malaysia,MYS,1929,3220,0.448377042857143,4316000,regional average
Malaysia,MYS,1950,2485,0.391484971428571,6434000,regional average
Malaysia,MYS,1960,2439,0.44057304,8428000,GCIP (income) - original
Malaysia,MYS,1970,3314,0.44057304,10910000,GCIP (income) - original
Malaysia,MYS,1980,5829,0.51354298,13764000,GCIP (income) - original
Malaysia,MYS,1990,8179,0.49489947,17507000,GCIP (income) - original
Malaysia,MYS,2000,13475,0.47702836,22666000,GCIP (income) - original
Malaysia,MYS,2005,15651,0.45955995,25424000,GCIP (income) - original
Malaysia,MYS,2010,18574,0.46107171,27682000,GCIP (income) - original
Malaysia,MYS,2017,24041,0.46107171,30724000,GCIP (income) - original
Mali,MLI,1820,595.253825686189,0.5190016,971913.881938207,regional average
Mali,MLI,1850,522.099735997482,0.46770565,1251651.81471467,regional average
Mali,MLI,1870,644.357255751212,0.513095516666667,1481564.96230639,regional average
Mali,MLI,1890,631.534852250866,0.35073254,1802354.53710357,regional average
Mali,MLI,1910,646.489110668622,0.415156831818182,2192601.71512213,regional average
Mali,MLI,1929,610.617465162356,0.4715742,2791556.65828522,van Zanden et al. (2014) - original
Mali,MLI,1950,728,0.4188909,3688000,van Zanden et al. (2014) - original
Mali,MLI,1960,851,0.57261727,4495000,GCIP (income) - original
Mali,MLI,1970,934,0.57261727,5546000,GCIP (income) - original
Mali,MLI,1980,1168,0.57261727,6758000,GCIP (income) - original
Mali,MLI,1990,1191,0.6951118,8085000,GCIP (income) - original
Mali,MLI,2000,1153,0.6263796,10832000,GCIP (income) - original
Mali,MLI,2005,1415,0.57536334,11804000,GCIP (income) - original
Mali,MLI,2010,1505,0.55771868,13325000,GCIP (income) - original
Mali,MLI,2017,1629,0.55771868,16060000,GCIP (income) - original
Malta,MLT,1820,472.877540218535,0.465460366666667,130941.83168833,regional average
Malta,MLT,1850,564.886726515204,0.36557975,155799.981929801,regional average
Malta,MLT,1870,694.377565462455,0.45671432,177501.597412202,regional average
Malta,MLT,1890,925.839822110988,0.310311,211504.435989261,regional average
Malta,MLT,1910,1150.44895324075,0.329893933333333,249052.70793006,regional average
Malta,MLT,1929,1335.58451338496,0.393708625,278163.179124783,regional average
Malta,MLT,1950,1573,0.362617966666667,312000,regional average
Malta,MLT,1960,2383,0.29347059,329000,GCIP (income) - original
Malta,MLT,1970,3889,0.29347059,326000,GCIP (income) - original
Malta,MLT,1980,8920,0.29347059,364000,GCIP (income) - original
Malta,MLT,1990,13259,0.29347059,359000,GCIP (income) - original
Malta,MLT,2000,20435,0.29347059,392000,GCIP (income) - original
Malta,MLT,2005,21905,0.29347059,406000,GCIP (income) - original
Malta,MLT,2010,23633,0.29019539,417000,GCIP (income) - original
Malta,MLT,2017,30902,0.28883322,471000,GCIP (income) - original
Mauritania,MRT,1820,535.720622646101,0.5190016,265115.337643665,regional average
Mauritania,MRT,1850,469.882903027977,0.46770565,341421.292191692,regional average
Mauritania,MRT,1870,579.913064581555,0.513095516666667,404136.212603098,regional average
Mauritania,MRT,1890,562.647077040783,0.35073254,491640.093363936,regional average
Mauritania,MRT,1910,580.977768899563,0.415156831818182,598090.381077241,regional average
Mauritania,MRT,1929,538.377553346611,0.4646650375,761471.257655891,regional average
Mauritania,MRT,1950,679,0.416007780769231,1006000,regional average
Mauritania,MRT,1960,913,0.7246216,1117000,GCIP (income) - original
Mauritania,MRT,1970,1548,0.7246216,1289000,GCIP (income) - original
Mauritania,MRT,1980,1682,0.7246216,1545000,GCIP (income) - original
Mauritania,MRT,1990,1511,0.68913983,1925000,GCIP (income) - original
Mauritania,MRT,2000,1935,0.57678146,2501000,GCIP (income) - original
Mauritania,MRT,2005,2371,0.57557115,2838000,GCIP (income) - original
Mauritania,MRT,2010,2983,0.56170238,3205000,GCIP (income) - original
Mauritania,MRT,2017,3431,0.55356336,3759000,GCIP (income) - original
Mauritius,MUS,1820,3696.46124166283,0.5190016,126759.917899208,regional average
Mauritius,MUS,1850,3242.18233485914,0.46770565,163244.176485292,regional average
Mauritius,MUS,1870,4001.3881791064,0.513095516666667,193230.137437465,regional average
Mauritius,MUS,1890,3954.3425491155,0.35073254,235068.474063671,regional average
Mauritius,MUS,1910,3600.7209407208,0.415156831818182,285965.679222816,regional average
Mauritius,MUS,1929,3150.83155250367,0.4646650375,364083.17587722,regional average
Mauritius,MUS,1950,3942,0.416007780769231,481000,regional average
Mauritius,MUS,1960,4396,0.56551355,663000,GCIP (income) - original
Mauritius,MUS,1970,4662,0.56551355,830000,GCIP (income) - original
Mauritius,MUS,1980,6970,0.56551355,964000,GCIP (income) - original
Mauritius,MUS,1990,11489,0.56551355,1062000,GCIP (income) - original
Mauritius,MUS,2000,14272,0.56551355,1186000,GCIP (income) - original
Mauritius,MUS,2005,14725,0.56551355,1243000,GCIP (income) - original
Mauritius,MUS,2010,16269,0.56477957,1294000,GCIP (income) - original
Mauritius,MUS,2017,19522,0.56433676,1356000,GCIP (income) - original
Mexico,MEX,1820,1007,0.4011364,6587000,van Zanden et al. (2014) - original
Mexico,MEX,1850,1054,0.316158,7662000,van Zanden et al. (2014) - original
Mexico,MEX,1870,1046,0.5109479,9219000,van Zanden et al. (2014) - original
Mexico,MEX,1890,1568,0.4382773,11729000,van Zanden et al. (2014) - original
Mexico,MEX,1910,2240,0.5140618,15000000,van Zanden et al. (2014) - original
Mexico,MEX,1929,2424,0.5495322,16875000,van Zanden et al. (2014) - original
Mexico,MEX,1950,3510,0.5221711,28485000,van Zanden et al. (2014) - original
Mexico,MEX,1960,4723,0.50404624,38579000,GCIP (income) - original
Mexico,MEX,1970,6873,0.49375619,52775000,GCIP (income) - original
Mexico,MEX,1980,9929,0.47901165,68347000,GCIP (income) - original
Mexico,MEX,1990,9699,0.50172344,84914000,GCIP (income) - original
Mexico,MEX,2000,12613,0.51893925,98403000,GCIP (income) - original
Mexico,MEX,2005,13656,0.44168066,104503000,GCIP (income) - original
Mexico,MEX,2010,14697,0.40680868,111433000,GCIP (income) - original
Mexico,MEX,2017,16309,0.47359651,120466000,GCIP (income) - original
Moldova,MDA,1820,619.977400340667,0.4556807,712425.948510619,regional average
Moldova,MDA,1850,740.608242950166,0.29696375,959397.675571222,regional average
Moldova,MDA,1870,910.38030203622,0.55086742,1153514.72119663,regional average
Moldova,MDA,1890,1222.80527086384,0.35428918,1439603.85585646,regional average
Moldova,MDA,1910,1904.20907759884,0.39293042,1928266.65953488,regional average
Moldova,MDA,1929,1957.37452415813,0.4195083,2237731.66045743,regional average
Moldova,MDA,1950,4013.10512445095,0.404486325,2336000,regional average
Moldova,MDA,1960,5571.73879941435,0.24121149,2999000,GCIP (income) - original
Moldova,MDA,1970,7873.80263543192,0.24121149,3595000,GCIP (income) - original
Moldova,MDA,1980,9078,0.24121149,3996000,GCIP (income) - original
Moldova,MDA,1990,9835,0.29218701,4394000,GCIP (income) - original
Moldova,MDA,2000,2990,0.46444486,4199000,GCIP (income) - original
Moldova,MDA,2005,4074,0.46394714,3966000,GCIP (income) - original
Moldova,MDA,2010,4615,0.46455686,3749000,GCIP (income) - original
Moldova,MDA,2017,6419,0.4476097,3490000,GCIP (income) - original
Mongolia,MNG,1820,389.435170377511,0.4928329,619000,regional average
Mongolia,MNG,1850,392.880997549506,0.358337885714286,647950.959170429,regional average
Mongolia,MNG,1870,407.023979675548,0.431349457142857,668000,regional average
Mongolia,MNG,1890,471.41635802509,0.3698106,693931.681268304,regional average
Mongolia,MNG,1910,561.461208562928,0.426212866666667,720870.027347087,regional average
Mongolia,MNG,1929,783.992771912968,0.448377042857143,747876.111153133,regional average
Mongolia,MNG,1950,677,0.391484971428571,779000,regional average
Mongolia,MNG,1960,912,0.49646142,955000,GCIP (income) - original
Mongolia,MNG,1970,1226,0.49646142,1248000,GCIP (income) - original
Mongolia,MNG,1980,1618,0.49646142,1655000,GCIP (income) - original
Mongolia,MNG,1990,2123,0.49646142,2121000,GCIP (income) - original
Mongolia,MNG,2000,2936,0.49124895,2461000,GCIP (income) - original
Mongolia,MNG,2005,4822,0.50206687,2602000,GCIP (income) - original
Mongolia,MNG,2010,7830,0.49614688,2783000,GCIP (income) - original
Mongolia,MNG,2017,12768,0.47753891,3068000,GCIP (income) - original
Montenegro,MNE,1820,386.008945306849,0.46301545,126711.252914468,regional average
Montenegro,MNE,1850,461.115851303071,0.2771461,145784.758866118,regional average
Montenegro,MNE,1870,566.818951826365,0.4338078,200502.638360535,regional average
Montenegro,MNE,1890,798.582053996826,0.344140369230769,235442.385568781,regional average
Montenegro,MNE,1910,1001.294070937,0.3804116,317130.44545343,regional average
Montenegro,MNE,1929,1292.45050291159,0.4465857,344878.144557615,regional average
Montenegro,MNE,1950,1469.33933298041,0.3531899,396000,regional average
Montenegro,MNE,1960,2439,0.24436249,461000,GCIP (income) - original
Montenegro,MNE,1970,4857,0.25393895,514000,GCIP (income) - original
Montenegro,MNE,1980,7992,0.30184403,560000,GCIP (income) - original
Montenegro,MNE,1990,6605,0.31663625,583000,GCIP (income) - original
Montenegro,MNE,2000,6046,0.32429756,623000,GCIP (income) - original
Montenegro,MNE,2005,9002,0.42610942,621000,GCIP (income) - original
Montenegro,MNE,2010,14510,0.42114939,623000,GCIP (income) - original
Montenegro,MNE,2017,18569,0.3630263,616000,GCIP (income) - original
Morocco,MAR,1820,685,0.5771468,2689000,regional average
Morocco,MAR,1850,805.288865788721,0.6309967,3296518.46148491,regional average
Morocco,MAR,1870,897,0.4864491,3776000,van Zanden et al. (2014) - original
Morocco,MAR,1890,999.526461140582,0.3559134,4346929.87940694,van Zanden et al. (2014) - original
Morocco,MAR,1910,1113.77162376836,0.4170863,5004184.15690701,regional average
Morocco,MAR,1929,1543.58083163439,0.43255035,6634294.28235113,regional average
Morocco,MAR,1950,2319,0.3862054,9343000,van Zanden et al. (2014) - original
Morocco,MAR,1960,2118,0.96981838,12423000,GCIP (income) - original
Morocco,MAR,1970,2576,0.93278467,15909000,GCIP (income) - original
Morocco,MAR,1980,3622,0.54835993,19487000,GCIP (income) - original
Morocco,MAR,1990,4130,0.58357534,24735000,GCIP (income) - original
Morocco,MAR,2000,4754,0.58124411,28675000,GCIP (income) - original
Morocco,MAR,2005,5708,0.58106768,30418000,GCIP (income) - original
Morocco,MAR,2010,6932,0.58103358,32422000,GCIP (income) - original
Morocco,MAR,2017,8291,0.58103358,35132000,GCIP (income) - original
Mozambique,MOZ,1820,1659.24970814279,0.5190016,2096000,regional average
Mozambique,MOZ,1850,1455.3351817212,0.46770565,2697048.02399464,regional average
Mozambique,MOZ,1870,1796.12384231619,0.5260693,3190707.16200539,van Zanden et al. (2014) - original
Mozambique,MOZ,1890,1906.99968482177,0.3955336,3774724.10691221,van Zanden et al. (2014) - original
Mozambique,MOZ,1910,1850.37849384284,0.415156831818182,4465637.66583607,regional average
Mozambique,MOZ,1929,1747.70681648867,0.4471842,5238800.21207858,van Zanden et al. (2014) - original
Mozambique,MOZ,1950,1806,0.4154559,6250000,van Zanden et al. (2014) - original
Mozambique,MOZ,1960,2115,0.5901323,7472000,GCIP (income) - original
Mozambique,MOZ,1970,2778,0.5901323,9304000,GCIP (income) - original
Mozambique,MOZ,1980,1945,0.5901323,12103000,GCIP (income) - original
Mozambique,MOZ,1990,1776,0.5901323,12667000,GCIP (income) - original
Mozambique,MOZ,2000,1196,0.59485626,16841000,GCIP (income) - original
Mozambique,MOZ,2005,1108,0.59469583,18652000,GCIP (income) - original
Mozambique,MOZ,2010,957,0.59241739,20950000,GCIP (income) - original
Mozambique,MOZ,2017,1125,0.59241739,25318000,GCIP (income) - original
Myanmar,MMR,1820,803,0.4928329,3506000,regional average
Myanmar,MMR,1850,803,0.304921,3932000,van Zanden et al. (2014) - original
Myanmar,MMR,1870,803,0.4606711,4245000,van Zanden et al. (2014) - original
Myanmar,MMR,1890,991.831500306669,0.3298838,7489000,van Zanden et al. (2014) - original
Myanmar,MMR,1910,954.424531306259,0.426212866666667,11942000,regional average
Myanmar,MMR,1929,1380.27368627329,0.448377042857143,14364000,regional average
Myanmar,MMR,1950,631,0.3364804,19488000,van Zanden et al. (2014) - original
Myanmar,MMR,1960,899,0.44635678,22839000,GCIP (income) - original
Myanmar,MMR,1970,1023,0.44635678,27393000,GCIP (income) - original
Myanmar,MMR,1980,1320,0.44635678,33061000,GCIP (income) - original
Myanmar,MMR,1990,1253,0.44635678,39243000,GCIP (income) - original
Myanmar,MMR,2000,1843,0.44635678,45616000,GCIP (income) - original
Myanmar,MMR,2005,2947,0.44473103,48196000,GCIP (income) - original
Myanmar,MMR,2010,3773,0.43540453,50285000,GCIP (income) - original
Myanmar,MMR,2017,5536,0.43540453,53912000,GCIP (income) - original
Namibia,NAM,1820,1980.11510912939,0.5190016,122279.837640816,regional average
Namibia,NAM,1850,1736.76762938789,0.46770565,157474.631786228,regional average
Namibia,NAM,1870,2143.45793799696,0.513095516666667,186400.797860673,regional average
Namibia,NAM,1890,2485.12072173057,0.35073254,226760.440676806,regional average
Namibia,NAM,1910,4952.19972272218,0.415156831818182,275858.784115149,regional average
Namibia,NAM,1929,3575.32059280216,0.4646650375,351215.371324387,regional average
Namibia,NAM,1950,4009,0.416007780769231,464000,regional average
Namibia,NAM,1960,4855,0.62297294,591000,GCIP (income) - original
Namibia,NAM,1970,6164,0.62297294,765000,GCIP (income) - original
Namibia,NAM,1980,6293,0.62297294,1058000,GCIP (income) - original
Namibia,NAM,1990,5007,0.62297294,1471000,GCIP (income) - original
Namibia,NAM,2000,5972,0.71261963,1893000,GCIP (income) - original
Namibia,NAM,2005,6808,0.67042807,2060000,GCIP (income) - original
Namibia,NAM,2010,7906,0.54069882,2201000,GCIP (income) - original
Namibia,NAM,2017,9188,0.54069882,2505000,GCIP (income) - original
Nepal,NPL,1820,641,0.328,3881000,regional average
Nepal,NPL,1850,641,0.364150233333333,4352000,regional average
Nepal,NPL,1870,641,0.455532166666667,4698000,regional average
Nepal,NPL,1890,738.857904673914,0.357761466666667,5192000,regional average
Nepal,NPL,1910,851.655231355891,0.3912521,5554773.6608403,regional average
Nepal,NPL,1929,839.914305585032,0.4099217,6899133.82235608,van Zanden et al. (2014) - original
Nepal,NPL,1950,802,0.404333625,8990000,regional average
Nepal,NPL,1960,980,0.30048359,10035000,GCIP (income) - original
Nepal,NPL,1970,1055,0.30048359,11919000,GCIP (income) - original
Nepal,NPL,1980,1057,0.30048359,14613000,GCIP (income) - original
Nepal,NPL,1990,1315,0.38853701,18649000,GCIP (income) - original
Nepal,NPL,2000,1677,0.44024923,23487000,GCIP (income) - original
Nepal,NPL,2005,1836,0.4698532,25255000,GCIP (income) - original
Nepal,NPL,2010,2152,0.38076751,26664000,GCIP (income) - original
Nepal,NPL,2017,2600,0.38076751,29384000,GCIP (income) - original
Netherlands,NLD,1820,3006,0.5633,2333000,van Zanden et al. (2014) - original
Netherlands,NLD,1850,3779,0.4849462,3098000,van Zanden et al. (2014) - original
Netherlands,NLD,1870,4422,0.565,3610000,van Zanden et al. (2014) - original
Netherlands,NLD,1890,5078,0.4226006,4535000,van Zanden et al. (2014) - original
Netherlands,NLD,1910,6030,0.4714907,5922000,van Zanden et al. (2014) - original
Netherlands,NLD,1929,9068,0.4165977,7782000,van Zanden et al. (2014) - original
Netherlands,NLD,1950,9558,0.3590169,10114000,van Zanden et al. (2014) - original
Netherlands,NLD,1960,13209,0.44778048,11486000,GCIP (income) - original
Netherlands,NLD,1970,19075,0.41711366,13032000,GCIP (income) - original
Netherlands,NLD,1980,23438,0.31485445,14144000,GCIP (income) - original
Netherlands,NLD,1990,27515,0.31851297,14952000,GCIP (income) - original
Netherlands,NLD,2000,37900,0.31186075,15926000,GCIP (income) - original
Netherlands,NLD,2005,40679,0.29752383,16320000,GCIP (income) - original
Netherlands,NLD,2010,43812,0.28607939,16615000,GCIP (income) - original
Netherlands,NLD,2017,46651,0.28749151,17131000,GCIP (income) - original
New Zealand,NZL,1820,826,0.51071655,100000,regional average
New Zealand,NZL,1850,1824,0.372805833333333,90000,regional average
New Zealand,NZL,1870,4941,0.475593466666667,291000,regional average
New Zealand,NZL,1890,5985,0.420357266666667,665000,regional average
New Zealand,NZL,1910,8474,0.3815323,1045000,van Zanden et al. (2014) - original
New Zealand,NZL,1929,8388,0.3987064,1471000,van Zanden et al. (2014) - original
New Zealand,NZL,1950,13479,0.3444712,1908000,van Zanden et al. (2014) - original
New Zealand,NZL,1960,15087,0.39140887,2372000,GCIP (income) - original
New Zealand,NZL,1970,17835,0.3690154,2828000,GCIP (income) - original
New Zealand,NZL,1980,19681,0.35294339,3170000,GCIP (income) - original
New Zealand,NZL,1990,21817,0.3657286,3414000,GCIP (income) - original
New Zealand,NZL,2000,26823,0.43853424,3802000,GCIP (income) - original
New Zealand,NZL,2005,30270,0.45860312,4085000,GCIP (income) - original
New Zealand,NZL,2010,31586,0.49835801,4294000,GCIP (income) - original
